,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
52,4.46E-264,3.999755869,0.677,0.064,8.34E-260,2,ESCO2
53,8.16E-258,4.608135187,0.796,0.137,1.53E-253,2,HIST1H1D
54,5.12E-247,3.984661992,0.643,0.061,9.57E-243,2,RAD51
55,2.98E-244,4.027868098,0.668,0.073,5.57E-240,2,PKMYT1
56,2.38E-220,4.649350278,0.459,0.021,4.44E-216,2,HIST1H2AH
57,4.15E-219,4.689496943,0.485,0.028,7.75E-215,2,MCM10
58,3.58E-169,5.045610109,0.348,0.015,6.70E-165,2,DTL
59,1.09E-156,4.348099472,0.36,0.021,2.03E-152,2,EXO1
60,3.41E-122,4.272993572,0.297,0.02,6.37E-118,2,RAD54L
61,2.05E-231,6.294687433,0.712,0.076,3.83E-227,3,SBSN
62,1.79E-189,5.911394884,0.417,0.018,3.35E-185,3,SPTSSB
63,9.98E-171,6.363980232,0.932,0.345,1.86E-166,3,KRTDAP
64,2.28E-161,5.333629986,0.573,0.068,4.26E-157,3,SERPINB3
65,1.31E-160,5.68896645,0.529,0.054,2.46E-156,3,CST6
66,2.86E-138,5.731223763,0.817,0.249,5.35E-134,3,SPRR1B
67,9.67E-135,4.959968649,0.336,0.019,1.81E-130,3,ASPG
68,5.17E-130,5.391191579,0.342,0.021,9.67E-126,3,SLURP1
69,2.96E-124,5.260236839,0.275,0.011,5.54E-120,3,IVL
70,7.19E-124,5.759635477,0.254,0.008,1.34E-119,3,SCEL
71,9.69E-122,6.057916156,0.298,0.016,1.81E-117,3,C9orf169
72,1.96E-119,6.095626228,0.875,0.39,3.66E-115,3,KRT1
73,2.29E-102,6.097863059,0.827,0.336,4.29E-98,3,PI3
74,2.35E-91,6.790169704,0.275,0.022,4.39E-87,3,SPRR1A
75,4.36E-82,5.953843991,0.4,0.067,8.16E-78,3,FAM25A
76,7.34E-74,5.500923627,0.447,0.097,1.37E-69,3,KRT4
77,2.82E-69,5.148984604,0.519,0.135,5.27E-65,3,SPRR2D
78,3.91E-56,7.035811959,0.268,0.041,7.30E-52,3,SPRR2E
79,1.87E-51,4.98718719,0.359,0.085,3.49E-47,3,S100P
80,8.69E-42,5.831894221,0.298,0.07,1.62E-37,3,SPRR2A
