OSBPL9	chr1	51577179	51798427
NRDC	chr1	51789191	51878805
RAB3B	chr1	51907956	51990700
TXNDC12	chr1	52020131	52055191
KTI12	chr1	52032103	52033810
BTF3L4	chr1	52056199	52090716
ZFYVE9	chr1	52142089	52348671
CC2D1B	chr1	52345723	52366205
ORC1	chr1	52372829	52404423
PRPF38A	chr1	52404602	52420836
GPX7	chr1	52602371	52609051
COA7	chr1	52684449	52698347
ZYG11B	chr1	52726453	52827336
ZYG11A	chr1	52842511	52894998
ECHDC2	chr1	52895910	52927212
SCP2	chr1	52927276	53051698
PODN	chr1	53062052	53085501
SLC1A7	chr1	53087179	53142638
CPT2	chr1	53196792	53214197
MAGOH	chr1	53226900	53238518
LRP8	chr1	53242364	53328469
DMRTB1	chr1	53459399	53467488
GLIS1	chr1	53506237	53739164
NDC1	chr1	53765478	53838463
YIPF1	chr1	53851719	53889798
DIO1	chr1	53891239	53911086
LRRC42	chr1	53946085	53968168
LDLRAD1	chr1	54007298	54018186
TMEM59	chr1	54026681	54053504
TCEANC2	chr1	54053584	54112519
CDCP2	chr1	54132687	54153770
CYB5RL	chr1	54169651	54200036
MRPL37	chr1	54184041	54225464
SSBP3	chr1	54225432	54413479
ACOT11	chr1	54542257	54639192
FAM151A	chr1	54609181	54623556
MROH7	chr1	54641754	54710266
TTC4	chr1	54715861	54742657
PARS2	chr1	54756898	54764523
TTC22	chr1	54779712	54801323
DHCR24	chr1	54849627	54887195
TMEM61	chr1	54980628	54992288
BSND	chr1	54998933	55017172
PCSK9	chr1	55039447	55064852
USP24	chr1	55066359	55215378
MIR4422HG	chr1	55217645	55324691
LINC01753	chr1	55915603	55944980
LINC01755	chr1	55868254	55950119
LINC01767	chr1	56414918	56417137
PLPP3	chr1	56494761	56645301
PRKAA2	chr1	56645314	56715335
FYB2	chr1	56718789	56819696
C8A	chr1	56854768	56918223
C8B	chr1	56929207	56974383
DAB1	chr1	56994778	58546734
OMA1	chr1	58415384	58546802
TACSTD2	chr1	58575433	58577252
MYSM1	chr1	58643440	58700090
JUN	chr1	58776845	58784048
FGGY	chr1	59296638	59810647
HOOK1	chr1	59814786	59876322
CYP2J2	chr1	59893308	59926773
C1orf87	chr1	59987269	60073770
LINC01748	chr1	60515716	60640507
NFIA	chr1	60865259	61462788
TM2D1	chr1	61681046	61725423
PATJ	chr1	61742477	62178675
L1TD1	chr1	62194849	62212328
KANK4	chr1	62236165	62319434
USP1	chr1	62436297	62451804
DOCK7	chr1	62454298	62688386
ANGPTL3	chr1	62597520	62606313
ATG4C	chr1	62784132	62865516
LINC01739	chr1	62975751	63022504
FOXD3	chr1	63322567	63325128
ALG6	chr1	63367575	63438553
ITGB3BP	chr1	63440770	63593721
EFCAB7	chr1	63523372	63572693
PGM1	chr1	63593411	63660245
ROR1	chr1	63774017	64181498
UBE2U	chr1	64203623	64267368
CACHD1	chr1	64470129	64693058
RAVER2	chr1	64745075	64833232
JAK1	chr1	64833223	65067754
AK4	chr1	65147549	65232145
DNAJC6	chr1	65248219	65415871
LEPROT	chr1	65420587	65436007
LEPR	chr1	65420652	65641559
PDE4B	chr1	65792514	66374579
SGIP1	chr1	66533267	66751139
INSL5	chr1	66797740	66801276
MIER1	chr1	66924895	66988619
SLC35D1	chr1	66999350	67054148
C1orf141	chr1	67092165	67231853
IL23R	chr1	67138907	67259979
IL12RB2	chr1	67307364	67398724
